"Airport","Origin","Lat","Long"
"BLUMENAU","BNU",-26.834239,-49.091696
"Targu Mures","",46.3201,24.3157
"Sibiu","",45.4649,24.053
"Sibiu","SIB",45.4649,24.053
"Stupino","",54.786667,37.649167
"Timisoara","",46.436,24.4445
"Timisoara","CIO",45.471009,21.111967
"Tsavo East","",-3.0764,39.2428
"Tsavo East","",-3.0764,39.2428
"Cleveland","",41.50225,-81.62233
"Charelvoix","CVX",45.3047778,-85.2753333
"Quincy","2J9",30.5978708,-84.557425
"Pferdsfeld","",49.857778,7.604167
"Mykines","",62.1021,-7.6459
"Cape Town","",-33.901161,18.425896
"Cape Town","",-34.070582,18.424067
"Cape Town","",-34.070582,18.424067
"Roche Harbor","RCE",48.608056,-123.159722
"Blakely Island","BYW",48.56025,-122.80243
"Rosario","RSJ",48.645556,-122.868056
"Westsound","WSX",48.617778,-122.952778
"Friday Harbor","FBS",48.537222,-123.009722
"Big Bay","YRR",50.4,-125.133333
"Death Valley National Park","L06",36.273,-116.515
"Cornwall","YCC",45.092778,-74.567778
"Bosschenhoofd","",51.3317,4.339
"St.Stephan","",46.497442,7.412572
"Juiz de Fora","IZA",-21.5130558014,-43.1730575562
"Brasov","",45.4153,25.3137
"Flagler","XFL",29.2821,-81.1212
"Deva","DVA",45.5153,22.5813
"Dezmir","DZM",46.4643,23.4258
"Antarctica","",-66,90
"Antarctica","",-66,90
"Morrisville","MVL",44.535,-72.614
"Dallas","RBD",32.680833,-96.868333
"Como","",45.4853,9.0411
"Vellezzo Bellini","",45.283855,9.111979
"Beaver Island","6Y8",45.721111,-85.520278
"Baikonur","",45.6183,63.2144
"Moscow","MOW",55.7557,37.6176
"Washington County","WST",41.349722,-71.803333
"Block Island","BID",41.168056,-71.577778
"Atmautluak","",60.866667,-162.273056
"Atmautluak","",60.866667,-162.273056
"Atmautluak","369",60.866667,-162.273056
"Nightmute","NME",60.471111,-164.700833
"Toksook Bay","OOK",60.541389,-165.087222
"Tununak","TNK",60.575556,-165.271667
"Goodnews Bay","GNU",59.1175,-161.5775
"Newtok","WWT",60.939167,-164.641111
"Achutupo","ACU",9.2,-77.98
"Tubuala","TUW",9.52,-79.03
"Garachine","GHE",8.06,-78.36
"Mulatupo","MPP",8.95,-77.75
"Ittoqqortoormiit","OBY",70.485278,-21.966667
"Vinnitsa","VIN",49.2433,28.6063
"Gent","",51.0352,3.7097
"Bruges","",51.1972,3.2172
"Bruges","",51.1972,3.2172
"Yokohama","",35.5075,139.6175
"Angers","QXG",47.464714,-0.556405
"Bainbridge","BGE",30.9715981,-84.6369278
"La Romaine","",50.257222,-60.669167
"Kegaska","ZKG",50.195833,-61.265833
"Black Tickle","YBI",53.47,-55.7875
"Silver Springs","SPZ",39.4030278,-119.2511944
"Los Angeles","WHP",34.2593253,-118.4134331
"Madera","MAE",36.9886111,-120.1124444
"Mountain Home","U76",43.1316111,-115.7305671
"Trail","YZZ",49.055556,-117.609167
"Patricia Bay","",48.65,-123.45
"Arctic Bay","YAB",73.006389,-85.047222
"Hope Bay","",68.163889,-106.614444
"Belmopan","BCV",17.269444,-88.776111
"Grand-Santi","",4.283333,-54.381111
"Maripasoula","MPY",3.6575,-54.037222
"Saint-Laurent-du-Maroni","LDX",5.483056,-54.034444
"Cayana","AAJ",3.898611,-55.577778
"Laduani","LDO",4.3754,-55.4075
"Burqin","KJI",48.221111,86.998056
"Capurgana","CPB",8.616667,-77.333333
"Sohag","HMB",26.341189,31.742983
"Rivera","RVY",-30.974444,-55.476111
"Patos de Minas","POJ",-18.672778,-46.491111
"Bauru","JTC",-22.157778,-49.068333
"Ourilandia do Norte","OIA",-6.763056,-51.05
"Redencao","RDC",-8.033333,-49.98
"Sao Felix do Xingu","SXX",-6.641389,-51.952222
"Bointo","BYO",-21.247222,-56.4525
"Sao Felix do Araguaia","SXO",-11.6325,-50.689444
"Cacador","CFC",-26.788333,-50.939722
"Carauari","CAF",-4.871389,-66.8975
"Porto Urucu","",-4.884167,-65.355556
"Eirunepe","ERN",-6.639444,-69.879722
"Concordia","CCI",-27.180556,-52.052778
"Francisco Beltrao","FBE",-26.059167,-53.063333
"Confresa","CFO",-10.633611,-51.567222
"Jefferson","19A",34.1758638,-83.5615972
"Apalachicola","AAF",29.7276066,-85.0274416
"Umuarama","UMU",-23.798611,-53.313611
"Diamantina","DTI",-18.231944,-43.650278
"Fonte Boa","FBA",-2.5325,-66.083333
"Sao Paulo de Olivenca","OLC",-3.465556,-68.918889
"Humaita","HUW",-7.532222,-63.072222
"Santa Isabel do Rio Negro","IRZ",-0.416944,-65.033889
"Oriximina","ORX",-1.714167,-55.836111
"Una","UNA",-15.355278,-38.998889
"Algeciras","",36.128889,-5.441111
"Algeciras","",36.128889,-5.441111
"Hong Kong","",22.3177,114.202
"Hong Kong","",22.3177,114.202
"Telfer","TEF",-21.713057,122.21222
"Alanya","GZP",36.2993,32.3014
"Shank","",33.921369,69.07813
"St. Augustine","SGJ",29.95925,-81.3397222
"Londolozi","LDZ",-24.8333,31.5
"Sabi Sands","",-24.84,31.41
"Sabi Sands","",-24.84,31.41
"Sabi Sands","INY",-24.815,31.42
"Douglas","DQH",31.4767385,-82.8605664
"Fort Pierce","FRP",27.497472,-80.372638
"Alexandria","ALX",38.806346,-77.0621
"Taunton","TAN",41.8744017,-71.0166453
"Plymouth","PYM",41.9090278,-70.7287778
"North Kingstown","OQU",41.5971389,-71.4121389
"Mansfield","1B9",42.0001331,-71.1967714
"Norwood","OWD",42.1905278,-71.1729444
"Westfield","BAF",42.1579472,-72.715875
"Willimantic","IJD",41.7440278,-72.1802222
"Montgomery","MGJ",41.5099884,-74.2646444
"Harrisburg","CXY",40.2171389,-76.8513611
"Marshfield","GHG",42.09825,-70.6721389
"Danbury","DXR",41.3715353,-73.4821906
"Nashua","ASH",42.78175,-71.5147778
"Lawrence","LWM",42.7171944,-71.1234167
"Oxford","OXC",41.4785556,-73.13525
"Fitchburg","FIT",42.5541111,-71.7589722
"Villa Rica","",33.7565556,-84.8850625
"Cartersville","VPC",34.1231475,-84.8487067
"Centre","PYP",34.0899167,-85.6100833
"Rome","RMG",34.3507778,-85.1586667
"Gadsden","GAD",33.9726489,-86.0890834
"Knoxville","DKX",35.9638333,-83.8736667
"Winder","WDR",33.9828611,-83.6674167
"Sylvania","JYL",32.6452778,-81.5971111
"Dalton","DNN",34.7229444,-84.87025
"Carrollton","CTJ",33.6316964,-85.1522641
"Fort Payne","4A9",34.4736944,-85.7213889
"LaGrange","LGC",33.0088611,-85.0726111
"Milledgeville","MLJ",33.154225,-83.2414139
"Cedartown","4A4",34.0186944,-85.1464722
"Pine Mountain","PIM",32.8406944,-84.8824444
"Atlanta","FFC",33.35725,-84.5718333
"Covington","9A1",33.6323083,-83.8474472
"Gainesville","GVL",34.272627,-83.8302233
"Canton","",34.3122175,-84.4221556
"DeFuniak Springs","54J",30.7311111,-86.1537778
"LaFayette","9A5",34.6884792,-85.2903319
"New Philadelpha","PHD",40.4701667,-81.4199444
"Darlington","UDG",34.4493845,-79.8900608
"Hilton Head Island","HXD",32.2243611,-80.6974722
"Ellijay","49A",34.6282222,-84.5265833
"Elizabethton","0A9",36.3712222,-82.1734167
"Tuskegee","06A",32.4605722,-85.6800278
"Augusta","DNL",33.4665028,-82.0393808
"Morganton","MRN",35.8202336,-81.6115119
"Pikeville","PBX",37.5617639,-82.5663889
"Locust Grove","",33.3656703,-84.1651964
"Toccoa","TOC",34.5928117,-83.2963717
"Shaftesbury","",50.9672,-2.1536
"MFO","",30.524819,34.584025
"MFO","",30.524819,34.584025
"MFO","",30.524819,34.584025
"MFO","",30.524819,34.584025
"Poltava","PLV",49.34261,34.23551
"Calais","",50.967536,1.849308
"Dover","",51.126876,1.339747
"Aweil","",8.77,27.3975
"Wau","WUU",7.725,27.98
"Humera","HUE",14.3,36.616667
"Moyale","OYL",3.465,39.105
"Zagora","",30.330556,-5.838056
"Yengema","WYE",8.615308,-11.047192
"Gbangbatok","GBK",7.767,-12.383
"Hong Kong","",22.299204,114.166164
"Tampa","VDF",28.0139772,-82.3452778
"Turukhansk","",65.46,87.53
"Bor","",61.34,89.56
"Fort Worth","AFW",32.987778,-97.318889
"East Troy","57C",42.7971667,-88.3726111
"Kolpashevo","",58.3333,82.9333
"San Diego","MYF",32.4759,117.759
"Seoul","SEL",37.558311,126.790586
"Kuwait","",29.346742,47.520753
"Renmark","RMK",-34.118,140.404
"Leigh Creek","",-30.598333,138.425833
"Warburton Community","",-26.128333,126.583333
"Cunderdin","",-31.622223,117.216667
"Rottnest Island","",-32.006667,115.539722
"Forrest","",-30.838056,128.115
"Ballarat","",-37.511667,143.791111
"Keewaywin","KEW",52.991111,-92.836389
"Marathon","YSP",48.755278,-86.344444
"Hearst","YHF",49.713889,-83.686944
"Hornepayne","YHN",49.193056,-84.758889
"Kirkland Lake","YKX",48.210278,-79.981389
"Manitouwadge","YMG",49.083889,-85.860556
"Wawa","YXZ",47.966944,-84.786389
"Manitowaning","YEM",45.8425,-81.8575
"Slate Falls","",51.13,-91.665556
"Collingwood","",44.449167,-80.158333
"Brantford","YFD",43.131389,-80.3425
"Lawrence","LWC",39.009167,-95.2175
"Wellington","EGT",37.39411,-97.423225
"Isla San Jose","",8.252,-79.0668
"Griffin","6A2",33.2269722,-84.2749444
"Saint-Elie","",4.7828,-53.2611
"REMIRE-MONTJOLY","",4.8708,52.2783
"Morsbach","",49.1606,6.8649
"REMIRE-MONTJOLY","",4.8708,-52.2783
"Elysee","",4.75,-54.05
"Citron","",4.7301,-53.9516
"Maripasoula","",3.7243,-53.9747
"REMIRE-MONTJOLY","",4.8936,-52.2922
"Nicosia","NIC",35.15111,33.27222
"Pompano Beach","PMP",26.2471389,-80.1110556
"Mallacoota","XMC",-37.598301,149.720001
"Al-Ula","ULH",26.636718,37.908018
"Pogapa","",-3.7518,136.842481
"Pogapa","",-3.7518,136.842481
"Washington DC","",38.90339,-77.00583
"Brisbane","",-27.4666667,-153.0166667
"Brisbane","",-27.4666667,153.0166667
"Rockhampton","",-23.378941,150.512323
"Sydney","",-33.88373,151.20592
"Melbourne","",-37.8181602,144.9533883
"Nambour","",-26.617353,152.973785
"Bundaberg","",-24.867837,152.349416
"Hong Kong","",22.308813,114.169624
"Hong Kong","",22.2846291082599,114.158227443695
"Alabaster","EET",33.1777778,-86.7832222
"Yuendumu ","YUE",-22.254167,131.781944
"Strasbourg","XWG",48.585068,7.734547
"Carefree","",33.8180947,-111.8979242
"St. Petersburg","",59.951443,30.313831
"Guangzhou","GZS",22.990081,113.270631
"Okavango Oddballs Camp","",-19.531281,23.091847
"Praya","LOP",-8.7573222,116.276675
"Marmul","OMM",18.133333,55.266666
"One Hundred Mile House","",51.3833,-121.1825
"108 Mile Ranch","ZML",51.4412,-121.1958
"Glasgow","",55.5141,-4.1749
"Yarram","",-38.56,146.75
"Handan","HDG",36.524,114.43
"Soufriere","",13.868921,-61.073596
"Indianapolis","UMP",39.935278,-86.045
"London","LOZ",37.0868889,-84.0773889
"Baltimore","",39.2837181,-76.621634
"Fredericksburg","FBG",38.298416,-77.456875
"Cuyo","",11.354499,120.730991
"Warsaw","WMI",52.451111,20.651667
"Buffalo","",42.883512,-78.87205
"Princetown","",-38.665833,143.104444
"Jixi","JXA",45.30611,130.99667
"Seattle","",47.5985,-122.3299
"Palatka","",29.649178,-81.640456
"Gimli","YGM",50.628056,-97.043333
"Matheson Island","",51.732222,-96.934444
"Matheson Island","",51.732222,-96.934444
"Matheson Island","",51.732222,-96.934444
"Tura","",64.33,100.43
"Beloyarsky","EYK",63.683056,66.683056
"Ypenburg","",52.040376,4.365771
"Racine","RAC",42.7605,-87.8152
"Taytay","RZP",11.05167,119.5183
"Gera","",50.8814,12.1322
"Gera","",50.880023,12.132411
"Mira Flores","",1.444549,-71.949921
"Saint-Petersburg","",60.200059,30.334926
"Otaru","QOT",43.1894444,141.0022222
"Noboribetsu","",42.46867,141.03833
"Arnhem","",52.057222,5.924444
"Schaffen","",51.002846,5.060649
"Blomberg","",51.930401,9.094285
"Buckeburg","",52.279764,9.079843
"Shigatse","RKZ",29.351667,89.306944
"Redlands","REI",34.08525,-117.146388
"Chemehuevi Valley","49X",34.528889,-114.431971
"Riverside","RIR",33.988778,-117.409971
"Tacoma","TIW",47.267944,-122.57811
"Tampa","X39",28.221278,-82.374555
"Athuruga","",3,72
"Athuruga","",3,72
"Athuruga","",3,72
"STROE","",52.198138,5.705802
"Oldebroek","",52.406503,5.898492
"WERL","",51.566907,7.915326
"SZEGED","",46.252761,20.096519
"BERLIN","",52.437517,13.175561
"COOKSON","",35.705541,-94.933605
"HOEVENEN","",51.304111,4.388766
"HARREVELD","",51.981127,6.516252
"TELGTE","",51.944556,7.773292
"Gulf Shores","JKA",30.2896389,-87.6717778
"Isabela","",-0.942499999,-90.95305555
"Balzers","",47.076667,9.5
"Vieste","VIF",41.885277,16.176945
"Cork","",51.400377,-7.901464
"Island of Gogland","",60.011662,27.008236
"Offshore","",19.398611,-92.016111
"Punitz-Guessing","",47.14833,16.31833
"Khmeinitskiy","HMJ",49.366,26.933
"Hiroshima","HIW",34.367,132.408
"Annapolis","",38.972944,-76.501158
"High River","",50.3333,-113.833
"Yalata","",-31.29,131.51
"Hazleton","HZL",40.989167,-76.0025
"Cumberland","CBE",39.615278,-78.760556
"Key West","",24.6487544,-81.5798083
"Wyndham","",-15.2857,128.0722
"Bob Quinn Lake","YBO",56.58,-130.5
"Songo Songo Island","",-8.528056,39.506944
"Ruaha National Park","",-7.895,34.580853
"Msembe","",-7.686111,35.926944
"Fox Glacier","FGL",-43.4,170.033
"Kaluga","KLF",54.55,36.367
"Reykjahlid","",65.6,-17
"Stockholm","XEV",59.33,18.058056
"Uppsala","QYX",59.858333,17.646111
"Rotterdam","QRH",51.924444,4.469444
"Praha","XYJ",50.11,14.439444
"Bonn","BNJ",50.731944,7.096944
"Copenhagen","ZGH",55.672778,12.564444
"Salzburg","ZSB",47.813056,13.046667
"Antwerp","ZWE",51.217222,4.421111
"Lephalale","ELL",-23.666667,27.75
"Lone Rock","LNR",43.211667,-90.181667
"Phillips","",45.705,-90.403056
"Monroe","",42.616389,-89.591944
"Joliet","JOT",41.517778,-88.175556
"Peru","VYS",41.351944,-89.153056
"Dirk Hartog Island","",-26.00937,113.160008
"Jackson","JXN",42.260556,-84.460556
"Furstenwalde","",52.393889,14.099722
"Eberswalde","",52.827222,13.693611
"Connellsville","",39.959167,-79.657222
"Bedford","",40.086111,-78.513333
"Philadelphia","BBX",40.1375,-75.265
"Okeechobee","OBE",27.265833,-80.851111
"Sebring","SEF",27.456389,-81.342222
"Avon Park","AVO",27.591389,-81.528889
"Winter Haven","GIF",28.062778,-81.753333
"Zephyrhills","ZPH",28.228056,-82.155833
"Ocala","OCF",29.1725,-82.224167
"Jesup","JES",31.553889,-81.8825
"Madison","52A",33.612125,-83.4604444
"Newnan","CCO",33.3115656,-84.7697554
"Thomson","HQU",33.5297315,-82.5169509
"Aiken","AIK",33.6493889,-81.6850278
"Camden","CDN",34.2835833,-80.5648611
"Lumberton","LBT",34.6098056,-79.0595556
"Ridgeland","3J1",32.4934167,-80.99175
"Pinehurst-Southern Pines","SOP",35.2376111,-79.3887958
"Rockingham","RCZ",34.8913056,-79.7596111
"Bamberg","99N",33.3045278,-81.1084167
"Richland Center","93C",43.2833575,-90.2982819
"Viroqua","Y51",43.5793603,-90.8964742
"Baraboo","DLL",43.5217843,-89.7709266
"Apple River","7A4",42.4664444,-90.1693889
"Statesville","SVH",35.7649958,-80.9538958
"Sturtevant","C89",42.70325,-87.9589722
"Burlington","BUU",42.6907171,-88.3046825
"East Stroudsburg","N53",41.0358717,-75.1606789
"Sterling","70N",41.3473569,-75.4158972
"Middletown","06N",41.431912,-74.3915611
"Lock Haven","LHV",41.1357778,-77.4223056
"Grove City","29D",41.1460278,-80.16775
"Youngstown","04G",41.1304722,-80.6195833
"Wadsworth","3G3",41.0031572,-81.7564401
"Ashland","3G4",40.9029722,-82.2556389
"Monroeville","4G0",40.4526389,-79.7749167
"Zelienople","",40.8019722,-80.1608611
"Somerset","2G9",40.0388708,-79.0149951
"Youngstown","4G4",40.9617953,-80.6773264
"Braceville","41N",41.2111675,-80.9692572
"Lorain-Elyria","LPR",41.3442778,-82.1776389
"Geneva","7D9",41.7778322,-80.9039797
"Cleveland","BKL",41.5175,-81.683333
"Dunkirk","DKK",42.4933353,-79.2720417
"Hamburg","4G2",42.7008925,-78.9147569
"Trenton","N87",40.2139444,-74.6017778
"Mount Holly","VAY",39.9428889,-74.84575
"Pedricktown","7N7",39.7355633,-75.3977211
"Linden","LDJ",40.6174472,-74.2445942
"Morgantown","O03",40.1570414,-75.8704892
"Churchville","0W3",39.5668378,-76.2024028
"Angola","ANQ",41.6396983,-85.0834933
"Plymouth","C65",41.3651307,-86.3002574
"Warsaw","",41.2746944,-85.8400556
"Van Wert","VNW",40.8638295,-84.606358
"Bucyrus","17G",40.7815556,-82.9748056
"Lake Wales","X07",27.8938056,-81.6203889
"Marshall","RMY",42.2511932,-84.9554443
"Batavia","GVQ",43.03175,-78.1696667
"Seneca Falls","0G7",42.8835647,-76.7812318
"Stormville","N69",41.5769708,-73.7323514
"Plainville","4B8",41.6893333,-72.8646944
"Bryan","0G6",41.4673056,-84.5067778
"Clearwater","CLW",27.9764722,-82.7586667
"Lakeland","X49",27.9333581,-82.0439739
"Scatsta","SCS",60.433,-1.3
"Buchan Alpha","",57.9039,0.0319
"Buchan Alpha","",57.9039,0.0319
"Claymore","",58.4494,-0.2536
"FPSO Anasuria","",57.1524,0.0483
"BP Bruce","",58.44,2.33
"Buchan Alpha","",57.9039,0.0319
"Buzzard","",56.8,0.766
"Clyde","",56.45,2.2833
"Cormorant Alpha","",61.2333,-1.15
"Forties Alpha","",57.7167,-1.0167
"Forties Charlie","",57.7167,-1.0167
"Fulmar","",56.48,2.13
"Gannet Alpha","",57.3,1.2
"Montrose Alpha","",57.4506,1.3883
"Tern","",61.3333,0.8333
"FPSO Xikomba","",-6.0333,11.0166
"Berlin","QWC",52.507222,13.3325
"Frankfurt Oder","ZFR",52.336944,14.547222
"Paris","PLY",48.844722,2.373611
"Paris","XHP",48.876944,2.359167
"Paris","PAR",48.856389,2.352222
"Berlin","BHF",52.51,13.434722
"London","LON",51.508056,-0.127778
"New York","NYC",40.714167,-74.005833
"Chicago","CHI",41.883611,-87.631667
"Chicago","CGX",41.860278,-87.609722
"Tokyo","TYO",35.689444,139.691667
"Beijing","BJS",39.904167,116.407222
"Milan","MIL",45.463611,9.188056
"Washington","WAS",38.889444,-77.035278
"Montreal","YMQ",45.508611,-73.553889
"Toronto","YTO",43.653056,-79.383056
"Shanghai","",31.166944,121.453611
"Jasper","JZP",34.4534722,-84.4572222
"Berlin","BGS",52.548611,13.389444
"Saarmund","",52.3089943,13.1006727
"North Myrtle Beach","CRE",33.81175,-78.7239444
"Sun Moon Lake","SMT",23.8833,120.933
"Lansing","IGQ",41.5349167,-87.5295278
"Tomah","Y72",43.9762222,-90.4806111
"Ramona","RNM",33.0391667,-116.91525
"Pont Sur Yonne","",48.288333,3.246389
"St Florentin Cheu","",47.981389,3.776389
"Saulieu","",47.238611,4.263056
"Olten","",47.343611,7.8875
"Buochs","BXO",46.9725,8.398611
"Quinto","",46.513056,8.689444
"Lodrino","",46.29499,8.9916
"Roudnice nad Lebem","",50.407222,14.232778
"Usti Nad Labem","",50.698889,13.970833
"Mauterndorf","",47.131667,13.695278
"Notsch Im Gailtal","",46.580833,13.629167
"Karlsruhe","",49.097778,8.453056
"Weinheim","",49.567222,8.611389
"Meaux","",48.928611,2.833056
"Chateau-Thierry","",49.066944,3.356111
"Coldwater","OEB",41.9335691,-85.0522935
"Wilkes-Barre","WBW",41.2973074,-75.8522405
"Willoughby","LNN",41.6840278,-81.38975
"Taoyuan","",25.05660057,121.2442627
"Uummannaq","UMD",70.4047,52.0702
"Civitavecchia","",42.6,11.48
"Bayannur","RLK",40.926389,107.738889
"Frankfort","FFT",38.1819722,-84.9061389
"Lewiston","LEW",44.0484728,-70.2835075
"Inowroclaw","",52.829444,18.330556
"Pruszcz Gdansk","",54.248056,18.671667
"Florence","6S2",43.9828168,-124.1113687
"Copperhead","1A3",35.0158056,-84.3468333
"Berlin","",52.475556,13.364444
"Glenview","NBU",42.090556,-87.8225
"Tomah","",43.975278,-90.483333
"Beijing","",40.50310135,116.1080017
"Marco Island Airport","MRK",25.9950278,-81.6725278
"Boipeba Island","",-13.565589,-38.939241
"Boipeba Island","",-13.565589,-38.939241
"Drummond Island","DRM",46.0093114,-83.7439342
"Lewiston","8M8",44.8065278,-84.2761944
"Gladwin","GDW",43.9705893,-84.47502
"Lowell","24C",42.95392,-85.3439058
"South Haven","LWA",42.3511944,-86.2556389
"Schaumburg","06C",41.9893408,-88.1012428
"Khulna","",22.464897,89.351261
"Khulna","",22.464897,89.351261
"Khulna","",22.464897,89.351261
"Marshfield","MFI",44.6368797,-90.1893267
"Wisconsin Rapids","ISW",44.3606456,-89.8381412
"Clinton","CWI",41.83075,-90.3289722
"Langenfeld","",51.141663,6.987305
"Wadi Rum Desert","",29.682087,35.470734
"Beverly","BVY",42.584141,-70.9161444
"Priob\\'e","",62.5461,65.6261
"Nagaur","",27.20829964,73.71140289
"Moscow","",55.511667,37.507222
"Oakdale","O27",37.7563333,-120.8001944
"Trois Rivieres","YRQ",46.351667,-72.680556
"Poplar Bluff","POF",36.77394444,-90.3248611
"Somerville","",40.6259908,-74.6702433
"Eastport","EPM",44.9101111,-67.0126944
"Keokuk","EOK",40.4599078,-91.4285011
"Swans Island","ME5",44.1653889,-68.4281667
"Perth","PSL",56.439722,-3.371389
"Caernarfon","",53.104167,-4.340278
"Grefrath","",51.333889,6.359444
"Offenburg","",48.4711,7.9411
"Oberwolfach","",48.3167,8.2167
"Karlsruhe","",49.0135,8.4044
"Lichtenwalde","",50.8833,13.0167
"Karlsruhe","",49.0135,8.4044
"Holzhau","",50.7333334,13.6
"Porto","",41.1667,8.5833
"Lisboa","",38.424972,9.82179
"Bad Herrenalb","",48.7976817,8.4361503
"St. Paul","",44.9346225,-93.0603424
"Soderhamn","SOO",61.261667,17.098056
"Newcastle","",53.073056,-6.039722
"Saravane","VNA",15.709444,106.411667
"Lisboa","",38.7,9.1833
"Lisboa-Oriente","",38.7,-9.1833
"Zurich","",47.369,8.538
"Bagdad","E51",34.5958528,-113.170195
"Segeletz","",52.826667,12.541944
"Segovia","",40.889233,-4.239478
"Akeno","",34.533333,136.672222
"Ust Kamchatsk","",56.238556,162.688851
"Oconomowoc","",43.1388947,-88.4723206
"Kozyrevsk","",56.09,159.876663
"Dikson","DKS",73.517807,80.379669
"Mine Site","",-30.19033959,139.5554942
"Bogande","XBG",48.329498,-70.995697
"Bantry","BYT",51.668598,-9.48417
"Caherciveen","CHE",51.933334,-10.233333
"Aliwal North","",-30.683333,26.733333
"Alkantpan","",-29.906389,22.316667
"Alldays","ADY",-22.678889,29.055278
"Barberton","",-25.7175,30.975
"Gualala","E55",38.8016111,-123.5306389
"Kent","1G3",41.1513889,-81.4151111
"Hamilton","",39.36375,-84.5219444
"Bungoma","",0.576389,34.551389
"Bura","",-1.185,39.813889
"Busia","",0.272,34.748
"Embu","",-0.568889,37.492222
"Garba Tula","",0.3112,38.3056
"Garissa","GAS",-0.468611,39.649444
"Hola","HOA",-1.52,40.00389
"Homa Bay","",-0.591668,34.48
"Isiolo","",0.34361,37.587778
"Kalokol","KLK",3.49,35.84
"Kericho","KEY",-0.385,35.245
"Kilaguni","ILU",-2.9,38.073889
"Kimwarer","KRV",0.1912,35.3954
"Andavadoaka","DVD",-22.111111,43.270556
"Antsirabe","ATJ",-19.836944,47.065278
"Bekily","OVA",-24.236111,45.305
"Ust-Tsylma","",65.434722232222,52.20000001
"Atlantic City NJ","ZRA",39.3665,-74.442
"Springfield MA","ZSF",42.106,-72.593054
"Amherst MA","XZK",42.375,-72.511389
